"","x"
"1210",-25994.0461552512
"1211",-25609.3880730594
"1212",-20414.8631415525
"1213",-23930.8067031964
"1214",-25600.3508127854
"1215",-26265.0954703196
"1216",-25546.0861552511
"1217",-19786.9217716895
"1218",-19813.9354703196
"1219",-19103.2845114155
"1220",-21289.3349223744
"1221",-23973.3447853881
"1222",-19999.3250593607
"1223",-22047.7190319635
"1224",-20160.013826484
"1225",-19545.5206757991
"1226",-22705.8998538813
"1227",-28024.1009497717
"1228",-25935.8406757991
"1229",-29154.3464292237
"1230",-24462.2028675799
"1231",-18034.7650593607
"1232",-23010.9727305936
"1233",-27115.5842374429
"1234",-28712.1908127854
"1235",-27772.0313607306
"1236",-25197.488347032
"1237",-26574.5535525114
"1238",-23626.8817716895
"1239",-20475.2927305936
"1240",-16949.9349223744
"1241",-10716.2286210045
"1242",-7502.59190867579
"1243",-5402.65711415524
"1244",-9782.61382648401
"1245",-9523.94588127852
"1246",-4656.02642922372
"1247",4399.08699543381
"1248",-61.0083470319452
"1249",-4868.0341004566
"1250",-936.093826483996
"1251",4077.27000913244
"1252",4486.18562557079
"1253",5196.06891324203
"1254",8157.96973515984
"1255",10647.8486392694
"1256",3374.84315981737
"1257",4542.68151598175
"1258",2174.89576255709
"1259",2889.1269954338
"1260",426.016310502298
"1261",-115.400675799071
"1262",-3895.56122374428
"1263",420.383981735175
"1264",7016.06343378997
"1265",6393.79768036532
"1266",9171.06946118725
"1267",12398.8897351598
"1268",11368.9511050229
"1269",12488.1012420092
"1270",12526.1741187215
"1271",16919.0037077626
"1272",19460.8015159818
"1273",23282.2168584475
"1274",29038.346173516
"1275",27320.5960365297
"1276",22045.5806940639
"1277",8419.53959817354
"1278",9674.07256621007
"1279",9413.01000913244
"1280",16598.0111050229
"1281",23167.8637077626
"1282",16200.5278173516
"1283",8858.84726940643
"1284",12388.6538447489
"1285",14821.5678173516
"1286",11120.8609680366
"1287",12779.0445296804
"1288",12738.3278173516
"1289",11183.840694064
"1290",6461.82589954341
"1291",15705.4264474886
"1292",15933.6883652968
"1293",16214.5130228311
"1294",19820.5316529681
"1295",22698.5322009133
"1296",19416.1327488585
"1297",16415.9256255708
"1298",15196.68343379
"1299",12873.9963105023
"1300",9468.7552146119
"1301",7658.91028310505
"1302",17932.4242557078
"1303",29351.0922009133
"1304",22257.6242557078
"1305",20234.2905570777
"1306",16471.1595981735
"1307",21153.1809680366
"1308",23840.7267214612
"1309",25130.0916529681
"1310",26751.6472694064
"1311",25187.1974063927
"1312",24687.7809680365
"1313",26176.8132968037
"1314",18638.7557625571
"1315",15468.7732968037
"1316",13945.3464474886
"1317",16486.0598721461
"1318",17669.7760365297
"1319",16622.787543379
"1320",11945.7639817352
"1321",6974.19302283107
"1322",10596.7952146119
"1323",15084.664803653
"1324",7578.21384474888
"1325",9793.98918721463
"1326",12975.6587762557
"1327",29695.0982283105
"1328",26208.9787762557
"1329",13414.867543379
"1330",8429.5174063927
"1331",6620.22644748859
"1332",11971.8779543379
"1333",13264.7037077626
"1334",11673.1853515982
"1335",16026.2642557078
"1336",16566.7765844749
"1337",17065.5869954338
"1338",15193.9760365297
"1339",1380.05932420091
"1340",-5329.77410045663
"1341",-1890.27601826485
"1342",-1852.91437442923
"1343",-880.557662100467
"1344",-6099.1302648402
"1345",-5954.8513607306
"1346",-6076.64752511416
"1347",-5110.35218264841
"1348",-2609.03875799087
"1349",-10562.4880730594
"1350",-13987.1417716895
"1351",-7840.98177168951
"1352",-2590.0409497717
"1353",-3613.031086758
"1354",-7189.32916894977
"1355",-10796.7313607306
"1356",-14892.1247853881
"1357",-14408.8968401826
"1358",-16963.1861552511
"1359",-19660.1949223744
"1360",-15311.0677990868
"1361",-5910.23382648401
"1362",-6957.16149771689
"1363",-12678.3258812785
"1364",-16114.1450593607
"1365",-17433.3812237443
"1366",-14981.9856073059
"1367",-18857.0464292237
"1368",-24311.2667031963
"1369",-25215.8069771689
"1370",-24453.3204018265
"1371",-23110.2576621004
"1372",-18639.0927305936
"1373",-17518.1902648402
"1374",-18137.1814977169
"1375",-18844.9343744292
"1376",-17376.8428675799
"1377",-20358.6960182648
"1378",-21325.0795799087
"1379",-22960.0719086758
"1380",-28539.8247853881
"1381",-28856.4653333333
"1382",-27238.5091689498
"1383",-26072.6954703196
"1384",-27003.0960182648
"1385",-25617.9387579909
"1386",-22719.4045114155
"1387",-17146.6845114155
"1388",-18298.1267031963
"1389",-20916.6571141552
"1390",-21904.2132785388
"1391",-22478.3036894977
"1392",-16050.4286210046
"1393",-15268.4220456621
"1394",-18864.6423196347
"1395",-20573.9535525114
"1396",-23423.8823196347
"1397",-14194.6741004566
"1398",-14340.8987579909
"1399",-17359.1667031964
"1400",-21108.1584840183
"1401",-22416.3332785388
"1402",-15504.4198538813
"1403",-14742.3042374429
"1404",-16594.3995799087
"1405",-19007.1365662101
"1406",-15770.9404018265
"1407",-15822.3036894977
"1408",-19987.7628675799
"1409",-18070.9891689498
"1410",-11863.8691689498
"1411",-10799.2171141553
"1412",-18451.6505388128
"1413",-23314.0346484018
"1414",-23731.253826484
"1415",-19763.1157442923
"1416",-11815.2182100457
"1417",-1834.18259360732
"1418",2808.28151598173
"1419",-109.771634703208
"1420",-7625.81766210046
"1421",-2790.34916894978
"1422",12325.0020639269
"1423",5176.88973515981
"1424",6068.41521461187
"1425",-2633.74588127854
"1426",-4303.33821004566
"1427",-1939.31300456621
"1428",-5394.21437442922
"1429",-6895.94149771689
"1430",-6323.70807305936
"1431",-1351.21437442922
"1432",5492.57850228311
"1433",6882.22288584476
"1434",12722.346173516
"1435",16688.5122009133
"1436",23244.0223378996
"1437",24812.8880913242
"1438",26224.4732968037
"1439",5711.00206392694
"1440",-5440.00177168949
"1441",4693.45028310503
"1442",6859.21137899544
"1443",8658.35220091325
"1444",8038.54562557079
"1445",-7218.27081278537
"1446",14240.0206940639
"1447",18018.22343379
"1448",13812.3686392694
"1449",20855.5269954338
"1450",24190.7713789954
"1451",17185.4590502283
"1452",21507.247543379
"1453",21405.2469954338
"1454",11783.7801461187
"1455",840.430009132426
"1456",5294.66452968037
"1457",6262.70398173516
"1458",-2127.89766210045
"1459",10035.4837077626
"1460",13166.6376803653
"1461",6460.70014611873
"1462",26884.6678173516
"1463",38347.7779543379
"1464",38277.351652968
"1465",21972.3900091324
"1466",9815.34617351598
"1467",13128.1938447489
"1468",2672.8579543379
"1469",7076.07658447488
"1470",23368.0809680365
"1471",18849.1708310502
"1472",6697.41466666667
"1473",7807.87000913242
"1474",15088.3028858448
"1475",25949.6985022831
"1476",23185.0541187215
"1477",34278.8037077626
"1478",26750.0119269406
"1479",19613.5363105023
"1480",25111.3341187215
"1481",38394.693022831
"1482",31328.3883652968
"1483",16655.1297351598
"1484",20040.3532968036
"1485",21701.2623378995
"1486",35447.8031598173
"1487",26550.0524748858
"1488",23811.0667214612
"1489",17144.8579543379
"1490",11729.7034337899
"1491",38444.0212420091
"1492",37561.9965844749
"1493",22165.9176803653
"1494",10655.0415159817
"1495",10932.8311050228
"1496",24219.2552146119
"1497",34671.4212420091
"1498",22542.9554885845
"1499",27512.0195981735
"1500",22614.6683652968
"1501",19874.8497351598
"1502",24604.5406940639
"1503",16531.5237077625
"1504",5286.77685844746
"1505",18515.7894611872
"1506",23256.111652968
"1507",17809.2513789954
"1508",19211.5385022831
"1509",20148.5867214611
"1510",28699.5406940639
"1511",11186.8217899543
"1512",16306.8376803653
"1513",12842.5582283105
"1514",7784.98507762554
"1515",17887.533022831
"1516",19236.1932968036
"1517",15045.7790502283
"1518",17193.6935707762
"1519",12221.4048036529
"1520",10542.6853515981
"1521",-208.509716895018
"1522",16675.5911050228
"1523",27334.5385022831
"1524",15735.7861735159
"1525",9613.09466666663
"1526",2676.11603652964
"1527",1175.61631050224
"1528",-10924.204237443
"1529",-11740.1401278539
"1530",-16009.5741004566
"1531",-18560.1168401827
"1532",-22231.1902648402
"1533",-17345.5677990868
"1534",-13760.3014977169
"1535",-11674.0609497717
"1536",-1608.70697716897
"1537",5562.92315981732
"1538",1241.68809132417
"1539",-16352.9228675799
"1540",-14934.0171141553
"1541",-8770.67081278541
"1542",-14980.5376621005
"1543",-12347.8894429224
"1544",-6330.26149771691
"1545",-2518.63190867582
"1546",-15228.5535525114
"1547",-16114.912456621
"1548",-17259.9502648402
"1549",-16883.112456621
"1550",-16969.6094429224
"1551",-23400.048347032
"1552",-28002.1886210046
"1553",-29212.2225936073
"1554",-25387.2768401827
"1555",-27348.6034155251
"1556",-21555.2302648402
"1557",-17432.2532785388
"1558",-10425.6149223745
"1559",-8430.48396347035
"1560",-16107.7442374429
"1561",-22117.789716895
"1562",-27717.109716895
"1563",-26601.6960182649
"1564",-24105.6899908676
"1565",-23258.6932785388
"1566",-19390.3562922375
"1567",-19545.312456621
"1568",-19323.2335525114
"1569",-24467.1086210046
"1570",-26664.1020456621
"1571",-27498.888347032
"1572",-28255.2045114155
"1573",-28090.1442374429
"1574",-28778.8149223744
"1575",-25994.0461552512
"1576",-25609.3880730594
"1577",-20414.8631415525
"1578",-23930.8067031964
"1579",-25600.3508127854
"1580",-26265.0954703196
"1581",-25546.0861552511
"1582",-19786.9217716895
"1583",-19813.9354703196
"1584",-19103.2845114155
"1585",-21289.3349223744
"1586",-23973.3447853881
"1587",-19999.3250593607
"1588",-22047.7190319635
"1589",-20160.013826484
"1590",-19545.5206757991
"1591",-22705.8998538813
"1592",-28024.1009497717
"1593",-25935.8406757991
"1594",-29154.3464292237
"1595",-24462.2028675799
"1596",-18034.7650593607
"1597",-23010.9727305936
"1598",-27115.5842374429
"1599",-28712.1908127854
"1600",-27772.0313607306
"1601",-25197.488347032
"1602",-26574.5535525114
"1603",-23626.8817716895
"1604",-20475.2927305936
"1605",-16949.9349223744
"1606",-10716.2286210045
"1607",-7502.59190867579
"1608",-5402.65711415524
"1609",-9782.61382648401
"1610",-9523.94588127852
"1611",-4656.02642922372
"1612",4399.08699543381
"1613",-61.0083470319452
"1614",-4868.0341004566
"1615",-936.093826483996
"1616",4077.27000913244
"1617",4486.18562557079
"1618",5196.06891324203
"1619",8157.96973515984
"1620",10647.8486392694
"1621",3374.84315981737
"1622",4542.68151598175
"1623",2174.89576255709
"1624",2889.1269954338
"1625",426.016310502298
"1626",-115.400675799071
"1627",-3895.56122374428
"1628",420.383981735175
"1629",7016.06343378997
"1630",6393.79768036532
"1631",9171.06946118725
"1632",12398.8897351598
"1633",11368.9511050229
"1634",12488.1012420092
"1635",12526.1741187215
"1636",16919.0037077626
"1637",19460.8015159818
"1638",23282.2168584475
"1639",29038.346173516
"1640",27320.5960365297
"1641",22045.5806940639
"1642",8419.53959817354
"1643",9674.07256621007
"1644",9413.01000913244
"1645",16598.0111050229
"1646",23167.8637077626
"1647",16200.5278173516
"1648",8858.84726940643
"1649",12388.6538447489
"1650",14821.5678173516
"1651",11120.8609680366
"1652",12779.0445296804
"1653",12738.3278173516
"1654",11183.840694064
"1655",6461.82589954341
"1656",15705.4264474886
"1657",15933.6883652968
"1658",16214.5130228311
"1659",19820.5316529681
"1660",22698.5322009133
"1661",19416.1327488585
"1662",16415.9256255708
"1663",15196.68343379
"1664",12873.9963105023
"1665",9468.7552146119
"1666",7658.91028310505
"1667",17932.4242557078
"1668",29351.0922009133
"1669",22257.6242557078
"1670",20234.2905570777
"1671",16471.1595981735
"1672",21153.1809680366
"1673",23840.7267214612
"1674",25130.0916529681
"1675",26751.6472694064
"1676",25187.1974063927
"1677",24687.7809680365
"1678",26176.8132968037
"1679",18638.7557625571
"1680",15468.7732968037
"1681",13945.3464474886
"1682",16486.0598721461
"1683",17669.7760365297
"1684",16622.787543379
"1685",11945.7639817352
"1686",6974.19302283107
"1687",10596.7952146119
"1688",15084.664803653
"1689",7578.21384474888
"1690",9793.98918721463
"1691",12975.6587762557
"1692",29695.0982283105
"1693",26208.9787762557
"1694",13414.867543379
"1695",8429.5174063927
"1696",6620.22644748859
"1697",11971.8779543379
"1698",13264.7037077626
"1699",11673.1853515982
"1700",16026.2642557078
"1701",16566.7765844749
"1702",17065.5869954338
"1703",15193.9760365297
"1704",1380.05932420091
"1705",-5329.77410045663
"1706",-1890.27601826485
"1707",-1852.91437442923
"1708",-880.557662100467
"1709",-6099.1302648402
"1710",-5954.8513607306
"1711",-6076.64752511416
"1712",-5110.35218264841
"1713",-2609.03875799087
"1714",-10562.4880730594
"1715",-13987.1417716895
"1716",-7840.98177168951
"1717",-2590.0409497717
"1718",-3613.031086758
"1719",-7189.32916894977
"1720",-10796.7313607306
"1721",-14892.1247853881
"1722",-14408.8968401826
"1723",-16963.1861552511
"1724",-19660.1949223744
"1725",-15311.0677990868
"1726",-5910.23382648401
"1727",-6957.16149771689
"1728",-12678.3258812785
"1729",-16114.1450593607
"1730",-17433.3812237443
"1731",-14981.9856073059
"1732",-18857.0464292237
"1733",-24311.2667031963
"1734",-25215.8069771689
"1735",-24453.3204018265
"1736",-23110.2576621004
"1737",-18639.0927305936
"1738",-17518.1902648402
"1739",-18137.1814977169
"1740",-18844.9343744292
"1741",-17376.8428675799
"1742",-20358.6960182648
"1743",-21325.0795799087
"1744",-22960.0719086758
"1745",-28539.8247853881
"1746",-28856.4653333333
"1747",-27238.5091689498
"1748",-26072.6954703196
"1749",-27003.0960182648
"1750",-25617.9387579909
"1751",-22719.4045114155
"1752",-17146.6845114155
"1753",-18298.1267031963
"1754",-20916.6571141552
"1755",-21904.2132785388
"1756",-22478.3036894977
"1757",-16050.4286210046
"1758",-15268.4220456621
"1759",-18864.6423196347
"1760",-20573.9535525114
"1761",-23423.8823196347
"1762",-14194.6741004566
"1763",-14340.8987579909
"1764",-17359.1667031964
"1765",-21108.1584840183
"1766",-22416.3332785388
"1767",-15504.4198538813
"1768",-14742.3042374429
"1769",-16594.3995799087
"1770",-19007.1365662101
"1771",-15770.9404018265
"1772",-15822.3036894977
"1773",-19987.7628675799
"1774",-18070.9891689498
"1775",-11863.8691689498
"1776",-10799.2171141553
"1777",-18451.6505388128
"1778",-23314.0346484018
"1779",-23731.253826484
"1780",-19763.1157442923
"1781",-11815.2182100457
"1782",-1834.18259360732
"1783",2808.28151598173
"1784",-109.771634703208
"1785",-7625.81766210046
"1786",-2790.34916894978
"1787",12325.0020639269
"1788",5176.88973515981
"1789",6068.41521461187
"1790",-2633.74588127854
"1791",-4303.33821004566
"1792",-1939.31300456621
"1793",-5394.21437442922
"1794",-6895.94149771689
"1795",-6323.70807305936
"1796",-1351.21437442922
"1797",5492.57850228311
"1798",6882.22288584476
"1799",12722.346173516
"1800",16688.5122009133
"1801",23244.0223378996
"1802",24812.8880913242
"1803",26224.4732968037
"1804",5711.00206392694
"1805",-5440.00177168949
"1806",4693.45028310503
"1807",6859.21137899544
"1808",8658.35220091325
"1809",8038.54562557079
"1810",-7218.27081278537
"1811",14240.0206940639
"1812",18018.22343379
"1813",13812.3686392694
"1814",20855.5269954338
"1815",24190.7713789954
"1816",17185.4590502283
"1817",21507.247543379
"1818",21405.2469954338
"1819",11783.7801461187
"1820",840.430009132426
"1821",5294.66452968037
"1822",6262.70398173516
"1823",-2127.89766210045
"1824",10035.4837077626
"1825",13166.6376803653
"1826",6460.70014611873
"1827",26884.6678173516
"1828",38347.7779543379
"1829",38277.351652968
"1830",21972.3900091324
"1831",9815.34617351598
"1832",13128.1938447489
"1833",2672.8579543379
"1834",7076.07658447488
"1835",23368.0809680365
"1836",18849.1708310502
"1837",6697.41466666667
"1838",7807.87000913242
"1839",15088.3028858448
"1840",25949.6985022831
"1841",23185.0541187215
"1842",34278.8037077626
"1843",26750.0119269406
"1844",19613.5363105023
"1845",25111.3341187215
"1846",38394.693022831
"1847",31328.3883652968
"1848",16655.1297351598
"1849",20040.3532968036
"1850",21701.2623378995
"1851",35447.8031598173
"1852",26550.0524748858
"1853",23811.0667214612
"1854",17144.8579543379
"1855",11729.7034337899
"1856",38444.0212420091
"1857",37561.9965844749
"1858",22165.9176803653
"1859",10655.0415159817
"1860",10932.8311050228
"1861",24219.2552146119
"1862",34671.4212420091
"1863",22542.9554885845
"1864",27512.0195981735
"1865",22614.6683652968
"1866",19874.8497351598
"1867",24604.5406940639
"1868",16531.5237077625
"1869",5286.77685844746
"1870",18515.7894611872
"1871",23256.111652968
"1872",17809.2513789954
"1873",19211.5385022831
"1874",20148.5867214611
"1875",28699.5406940639
"1876",11186.8217899543
"1877",16306.8376803653
"1878",12842.5582283105
"1879",7784.98507762554
"1880",17887.533022831
"1881",19236.1932968036
"1882",15045.7790502283
"1883",17193.6935707762
"1884",12221.4048036529
"1885",10542.6853515981
"1886",-208.509716895018
"1887",16675.5911050228
"1888",27334.5385022831
"1889",15735.7861735159
"1890",9613.09466666663
"1891",2676.11603652964
"1892",1175.61631050224
"1893",-10924.204237443
"1894",-11740.1401278539
"1895",-16009.5741004566
"1896",-18560.1168401827
"1897",-22231.1902648402
"1898",-17345.5677990868
"1899",-13760.3014977169
"1900",-11674.0609497717
"1901",-1608.70697716897
"1902",5562.92315981732
"1903",1241.68809132417
"1904",-16352.9228675799
"1905",-14934.0171141553
"1906",-8770.67081278541
"1907",-14980.5376621005
"1908",-12347.8894429224
"1909",-6330.26149771691
"1910",-2518.63190867582
"1911",-15228.5535525114
"1912",-16114.912456621
"1913",-17259.9502648402
"1914",-16883.112456621
"1915",-16969.6094429224
"1916",-23400.048347032
"1917",-28002.1886210046
"1918",-29212.2225936073
"1919",-25387.2768401827
"1920",-27348.6034155251
"1921",-21555.2302648402
"1922",-17432.2532785388
"1923",-10425.6149223745
"1924",-8430.48396347035
"1925",-16107.7442374429
"1926",-22117.789716895
"1927",-27717.109716895
"1928",-26601.6960182649
"1929",-24105.6899908676
"1930",-23258.6932785388
"1931",-19390.3562922375
"1932",-19545.312456621
"1933",-19323.2335525114
"1934",-24467.1086210046
"1935",-26664.1020456621
"1936",-27498.888347032
"1937",-28255.2045114155
"1938",-28090.1442374429
"1939",-28778.8149223744
"1940",-25994.0461552512
"1941",-25609.3880730594
"1942",-20414.8631415525
"1943",-23930.8067031964
"1944",-25600.3508127854
"1945",-26265.0954703196
"1946",-25546.0861552511
"1947",-19786.9217716895
"1948",-19813.9354703196
"1949",-19103.2845114155
"1950",-21289.3349223744
"1951",-23973.3447853881
"1952",-19999.3250593607
"1953",-22047.7190319635
"1954",-20160.013826484
"1955",-19545.5206757991
"1956",-22705.8998538813
"1957",-28024.1009497717
"1958",-25935.8406757991
"1959",-29154.3464292237
"1960",-24462.2028675799
"1961",-18034.7650593607
"1962",-23010.9727305936
"1963",-27115.5842374429
"1964",-28712.1908127854
"1965",-27772.0313607306
"1966",-25197.488347032
"1967",-26574.5535525114
"1968",-23626.8817716895
"1969",-20475.2927305936
"1970",-16949.9349223744
"1971",-10716.2286210045
"1972",-7502.59190867579
"1973",-5402.65711415524
"1974",-9782.61382648401
"1975",-9523.94588127852
"1976",-4656.02642922372
"1977",4399.08699543381
"1978",-61.0083470319452
"1979",-4868.0341004566
"1980",-936.093826483996
"1981",4077.27000913244
"1982",4486.18562557079
"1983",5196.06891324203
"1984",8157.96973515984
"1985",10647.8486392694
"1986",3374.84315981737
"1987",4542.68151598175
"1988",2174.89576255709
"1989",2889.1269954338
"1990",426.016310502298
"1991",-115.400675799071
"1992",-3895.56122374428
"1993",420.383981735175
"1994",7016.06343378997
"1995",6393.79768036532
"1996",9171.06946118725
"1997",12398.8897351598
"1998",11368.9511050229
"1999",12488.1012420092
"2000",12526.1741187215
"2001",16919.0037077626
"2002",19460.8015159818
"2003",23282.2168584475
"2004",29038.346173516
"2005",27320.5960365297
"2006",22045.5806940639
"2007",8419.53959817354
"2008",9674.07256621007
"2009",9413.01000913244
"2010",16598.0111050229
"2011",23167.8637077626
"2012",16200.5278173516
"2013",8858.84726940643
"2014",12388.6538447489
"2015",14821.5678173516
"2016",11120.8609680366
"2017",12779.0445296804
"2018",12738.3278173516
"2019",11183.840694064
"2020",6461.82589954341
"2021",15705.4264474886
"2022",15933.6883652968
"2023",16214.5130228311
"2024",19820.5316529681
"2025",22698.5322009133
"2026",19416.1327488585
"2027",16415.9256255708
"2028",15196.68343379
"2029",12873.9963105023
"2030",9468.7552146119
"2031",7658.91028310505
"2032",17932.4242557078
"2033",29351.0922009133
"2034",22257.6242557078
"2035",20234.2905570777
"2036",16471.1595981735
"2037",21153.1809680366
"2038",23840.7267214612
"2039",25130.0916529681
"2040",26751.6472694064
"2041",25187.1974063927
"2042",24687.7809680365
"2043",26176.8132968037
"2044",18638.7557625571
"2045",15468.7732968037
"2046",13945.3464474886
"2047",16486.0598721461
"2048",17669.7760365297
"2049",16622.787543379
"2050",11945.7639817352
"2051",6974.19302283107
"2052",10596.7952146119
"2053",15084.664803653
"2054",7578.21384474888
"2055",9793.98918721463
"2056",12975.6587762557
"2057",29695.0982283105
"2058",26208.9787762557
"2059",13414.867543379
"2060",8429.5174063927
"2061",6620.22644748859
"2062",11971.8779543379
"2063",13264.7037077626
"2064",11673.1853515982
"2065",16026.2642557078
"2066",16566.7765844749
"2067",17065.5869954338
"2068",15193.9760365297
"2069",1380.05932420091
"2070",-5329.77410045663
"2071",-1890.27601826485
"2072",-1852.91437442923
"2073",-880.557662100467
"2074",-6099.1302648402
"2075",-5954.8513607306
"2076",-6076.64752511416
"2077",-5110.35218264841
"2078",-2609.03875799087
"2079",-10562.4880730594
"2080",-13987.1417716895
"2081",-7840.98177168951
"2082",-2590.0409497717
"2083",-3613.031086758
"2084",-7189.32916894977
"2085",-10796.7313607306
"2086",-14892.1247853881
"2087",-14408.8968401826
"2088",-16963.1861552511
"2089",-19660.1949223744
"2090",-15311.0677990868
"2091",-5910.23382648401
"2092",-6957.16149771689
"2093",-12678.3258812785
"2094",-16114.1450593607
"2095",-17433.3812237443
"2096",-14981.9856073059
"2097",-18857.0464292237
"2098",-24311.2667031963
"2099",-25215.8069771689
"2100",-24453.3204018265
"2101",-23110.2576621004
"2102",-18639.0927305936
"2103",-17518.1902648402
"2104",-18137.1814977169
"2105",-18844.9343744292
"2106",-17376.8428675799
"2107",-20358.6960182648
"2108",-21325.0795799087
"2109",-22960.0719086758
"2110",-28539.8247853881
"2111",-28856.4653333333
"2112",-27238.5091689498
"2113",-26072.6954703196
"2114",-27003.0960182648
"2115",-25617.9387579909
"2116",-22719.4045114155
"2117",-17146.6845114155
"2118",-18298.1267031963
"2119",-20916.6571141552
"2120",-21904.2132785388
"2121",-22478.3036894977
"2122",-16050.4286210046
"2123",-15268.4220456621
"2124",-18864.6423196347
"2125",-20573.9535525114
"2126",-23423.8823196347
"2127",-14194.6741004566
"2128",-14340.8987579909
"2129",-17359.1667031964
"2130",-21108.1584840183
"2131",-22416.3332785388
"2132",-15504.4198538813
"2133",-14742.3042374429
"2134",-16594.3995799087
"2135",-19007.1365662101
"2136",-15770.9404018265
"2137",-15822.3036894977
"2138",-19987.7628675799
"2139",-18070.9891689498
"2140",-11863.8691689498
"2141",-10799.2171141553
"2142",-18451.6505388128
"2143",-23314.0346484018
"2144",-23731.253826484
"2145",-19763.1157442923
"2146",-11815.2182100457
"2147",-1834.18259360732
"2148",2808.28151598173
"2149",-109.771634703208
"2150",-7625.81766210046
"2151",-2790.34916894978
"2152",12325.0020639269
"2153",5176.88973515981
"2154",6068.41521461187
"2155",-2633.74588127854
"2156",-4303.33821004566
"2157",-1939.31300456621
"2158",-5394.21437442922
"2159",-6895.94149771689
"2160",-6323.70807305936
"2161",-1351.21437442922
"2162",5492.57850228311
"2163",6882.22288584476
"2164",12722.346173516
"2165",16688.5122009133
"2166",23244.0223378996
"2167",24812.8880913242
"2168",26224.4732968037
"2169",5711.00206392694
"2170",-5440.00177168949
"2171",4693.45028310503
"2172",6859.21137899544
"2173",8658.35220091325
"2174",8038.54562557079
"2175",-7218.27081278537
"2176",14240.0206940639
"2177",18018.22343379
"2178",13812.3686392694
"2179",20855.5269954338
"2180",24190.7713789954
"2181",17185.4590502283
"2182",21507.247543379
"2183",21405.2469954338
"2184",11783.7801461187
"2185",840.430009132426
"2186",5294.66452968037
"2187",6262.70398173516
"2188",-2127.89766210045
"2189",10035.4837077626
"2190",13166.6376803653
"2191",6460.70014611873
